Date,Time,Attendance,Gender_Demographic,Age_Demographic,Movie_Title,Genre,Producer,Distributor,Rotten_Tomatoes,IMDB,Metacritic,Certificate_Rating,Certificate_Body,Capacity,Video_System,Sound_System
2024-07-29,11:33:00,9,0.8,29.0,Zindagi Na Milegi Dobara,Fantasy,DreamWorks,Paramount,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2023-09-15,09:22:00,7,0.9,35.4,The Shawshank Redemption,Fantasy,DreamWorks,Warner Bros.,93,9.3,88,A,MPA,200,ABD,Audionic
2023-07-02,11:41:00,30,0.9,37.0,The Maltese Falcon,Horror,20th Century Fox,DreamWorks,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2024-01-14,10:39:00,9,0.0,18.1,Flipped,Fantasy,Pixar ,20th Century Fox,77,7.7,72,Passed ,MPA,300,Dolby Digital,Dolby Digital
2023-06-16,09:11:00,1,0.9,23.6,The Sound of Music,Biography,Paramount,Universal,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-09-18,09:25:00,14,0.4,17.2,Kaguyahime no monogatari,Adventure,Warner Bros.,Pixar ,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2023-05-10,10:05:00,30,0.2,28.9,The Theory of Everything,Biography,DreamWorks,Paramount,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-05-26,10:54:00,22,0.7,25.5,Clerks,Comedy,Disney,LucasFilm ,77,7.7,72,PG-13,MPA,200,Dolby Digital,Dolby Digital
2024-06-10,10:54:00,9,0.5,22.7,It's a Wonderful Life,Fantasy,Disney,Warner Bros.,86,8.6,81,Passed ,MPA,200,ABD,Audionic
2023-09-13,10:36:00,35,0.4,22.7,Hedwig and the Angry Inch,Fantasy,Pixar ,Paramount,77,7.7,72,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-12-18,11:06:00,49,0.6,37.5,Vampire Hunter D: Bloodlust,Action,20th Century Fox,20th Century Fox,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-05-12,11:20:00,9,0.1,37.2,Deliverance,Adventure,Pixar ,LucasFilm ,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2024-04-04,10:37:00,28,0.7,36.5,The Gold Rush,Adventure,Pixar ,Disney,82,8.2,77,GP,AFI,100,Dolby Digital,Dolby Digital
2023-08-17,10:03:00,11,0.5,22.3,Watchmen,Action,Warner Bros.,Disney,76,7.6,71,A,MPA,300,ABD,Audionic
2024-07-11,10:07:00,2,0.2,16.6,Sin City,Drama,Disney,Paramount,80,8.0,75,A,MPA,100,Dolby Digital,Dolby Digital
2024-07-07,11:28:00,13,0.1,18.4,Le samouraï,Drama,Pixar ,Universal,81,8.1,76,G,AFI,100,Dolby Digital,Dolby Digital
2023-07-05,11:58:00,12,0.4,28.4,Crimes and Misdemeanors,Fantasy,LucasFilm ,Paramount,79,7.9,74,PG,MPA,100,ABD,Audionic
2023-11-17,09:25:00,12,0.2,20.5,Dead Man's Shoes,Drama,Paramount,Warner Bros.,76,7.6,71,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-11-28,11:42:00,24,0.8,29.9,Isle of Dogs,Adventure,20th Century Fox,LucasFilm ,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2024-09-13,09:09:00,2,0.4,20.9,Gravity,Fantasy,Warner Bros.,Universal,77,7.7,72,Unrated,MPA,200,ABD,Audionic
2023-10-03,09:27:00,33,0.5,24.4,Sleuth,War,Paramount,Universal,80,8.0,75,Passed ,MPA,300,Dolby Digital,Dolby Digital
2024-02-21,11:23:00,47,0.6,29.3,Ying xiong,Action,Paramount,Paramount,79,7.9,74,PG,MPA,200,ABD,Audionic
2024-08-08,11:53:00,24,0.6,22.1,Tengoku to jigoku,Drama,Warner Bros.,Disney,84,8.4,79,TV-PG,MPA,200,ABD,Audionic
2024-02-15,11:40:00,42,0.4,29.6,300,Action,DreamWorks,Warner Bros.,76,7.6,71,A,MPA,100,Dolby Digital,Dolby Digital
2024-06-22,11:28:00,39,0.4,35.1,Harry Potter and the Sorcerer's Stone,Adventure,LucasFilm ,DreamWorks,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-05-25,09:07:00,21,0.1,31.9,Lat sau san taam,Action,Universal,Disney,78,7.8,73,PG-13,MPA,300,ABD,Audionic
2024-10-23,10:41:00,28,0.7,15.9,Shrek,Adventure,Warner Bros.,Disney,78,7.8,73,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-08-13,11:39:00,27,0.9,24.4,Das Experiment,Fantasy,20th Century Fox,Universal,77,7.7,72,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-07-24,11:24:00,15,0.1,21.2,3:10 to Yuma,Action,Paramount,LucasFilm ,77,7.7,72,A,MPA,100,Dolby Digital,Dolby Digital
2023-04-26,11:44:00,38,0.1,39.5,Badhaai ho,Fantasy,DreamWorks,Universal,80,8.0,75,Unrated,MPA,300,ABD,Audionic
2023-04-08,11:36:00,12,0.3,30.4,Druk,Fantasy,Pixar ,LucasFilm ,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-12-22,11:59:00,32,0.5,31.2,Short Cuts,Fantasy,Universal,DreamWorks,77,7.7,72,PG-13,MPA,100,ABD,Audionic
2024-05-05,09:34:00,20,0.3,36.4,25th Hour,Fantasy,Paramount,Paramount,76,7.6,71,PG-13,MPA,200,ABD,Audionic
2023-01-25,11:11:00,49,0.1,26.1,Barfi!,Fantasy,LucasFilm ,LucasFilm ,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2024-07-28,10:15:00,43,0.2,39.6,Zelig,Comedy,Warner Bros.,LucasFilm ,77,7.7,72,Passed ,MPA,100,Dolby Digital,Dolby Digital
2024-04-13,10:16:00,6,1.0,39.0,Bronenosets Potemkin,Fantasy,Paramount,LucasFilm ,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-10-27,09:03:00,31,0.9,16.4,The Magdalene Sisters,Fantasy,Pixar ,Universal,77,7.7,72,PG-13,MPA,300,ABD,Audionic
2024-08-17,10:25:00,14,0.0,26.2,Yôjinbô,Action,Pixar ,LucasFilm ,82,8.2,77,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-11-25,10:40:00,33,0.5,24.5,Ford v Ferrari,Action,Warner Bros.,Universal,81,8.1,76,Unrated,MPA,100,ABD,Audionic
2023-05-13,10:27:00,14,0.1,27.6,Vertigo,War,LucasFilm ,Warner Bros.,83,8.3,78,A,MPA,300,Dolby Digital,Dolby Digital
2024-01-20,09:59:00,50,0.3,34.1,JFK,Fantasy,Disney,Paramount,80,8.0,75,Unrated,MPA,200,ABD,Audionic
2023-04-13,11:39:00,5,0.8,29.8,Un long dimanche de fiançailles,Fantasy,20th Century Fox,Pixar ,76,7.6,71,TV-PG,MPA,200,ABD,Audionic
2024-01-22,10:47:00,38,0.8,39.5,Walk the Line,Biography,20th Century Fox,LucasFilm ,78,7.8,73,PG,MPA,200,ABD,Audionic
2024-07-16,10:30:00,19,0.8,38.7,Efter brylluppet,Fantasy,LucasFilm ,Universal,77,7.7,72,PG-13,MPA,200,ABD,Audionic
2024-08-09,10:40:00,8,0.7,37.3,Drishyam,Drama,Pixar ,DreamWorks,83,8.3,78,TV-PG,MPA,200,ABD,Audionic
2023-07-24,10:47:00,32,0.2,37.0,Spoorloos,War,Universal,Paramount,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2023-09-01,09:30:00,30,0.5,33.5,Vicky Donor,Western,Paramount,Paramount,78,7.8,73,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-05-27,09:01:00,36,0.1,32.3,The Bourne Ultimatum,Action,20th Century Fox,Warner Bros.,80,8.0,75,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-02-25,09:17:00,9,0.8,29.2,It Happened One Night,Western,Paramount,DreamWorks,81,8.1,76,Approved,AFI,100,ABD,Audionic
2024-06-10,11:25:00,12,0.7,32.1,Harry Potter and the Deathly Hallows: Part 2,Adventure,Warner Bros.,20th Century Fox,81,8.1,76,Unrated,MPA,300,ABD,Audionic
2023-09-16,11:29:00,4,0.9,30.7,Vivre sa vie: Film en douze tableaux,Fantasy,Paramount,Warner Bros.,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2024-08-05,10:28:00,5,1.0,17.0,Anatomy of a Murder,Drama,Disney,Pixar ,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-02-22,11:15:00,9,0.5,30.9,The Grapes of Wrath,Fantasy,20th Century Fox,20th Century Fox,80,8.0,75,GP,AFI,200,ABD,Audionic
2024-03-31,10:00:00,49,0.9,16.5,A Hard Day's Night,Sci-Fi,Paramount,Universal,76,7.6,71,TV-PG,MPA,300,ABD,Audionic
2023-03-25,09:35:00,31,0.1,22.5,The Taking of Pelham One Two Three,Action,20th Century Fox,Pixar ,77,7.7,72,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-12-14,11:56:00,40,0.8,19.7,The Theory of Everything,Biography,DreamWorks,Paramount,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-01-20,11:14:00,3,0.1,32.1,Awakenings,Biography,Pixar ,LucasFilm ,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-02-26,11:41:00,34,0.6,35.6,Annie Hall,Western,20th Century Fox,DreamWorks,80,8.0,75,A,MPA,100,Dolby Digital,Dolby Digital
2024-05-22,11:20:00,3,0.4,30.6,The Muppet Christmas Carol,Fantasy,Warner Bros.,Universal,77,7.7,72,Cetificate,AFI,200,ABD,Audionic
2023-11-16,11:29:00,23,0.9,24.7,Mommy,Fantasy,Pixar ,Paramount,81,8.1,76,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-03-29,11:50:00,27,0.3,35.1,Saving Private Ryan,Fantasy,Pixar ,20th Century Fox,86,8.6,81,Unrated,MPA,100,ABD,Audionic
2023-08-12,09:17:00,10,0.2,28.5,East of Eden,Fantasy,Pixar ,Disney,79,7.9,74,TV-PG,MPA,100,ABD,Audionic
2024-05-02,11:58:00,13,0.3,37.7,Gattaca,Fantasy,Universal,Warner Bros.,78,7.8,73,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-08-11,11:57:00,27,0.7,33.0,The Notebook,Fantasy,LucasFilm ,20th Century Fox,78,7.8,73,A,MPA,100,ABD,Audionic
2024-01-09,10:42:00,37,0.8,24.4,Dial M for Murder,Drama,Disney,DreamWorks,82,8.2,77,A,MPA,100,Dolby Digital,Dolby Digital
2023-08-24,09:24:00,33,0.1,37.0,Blazing Saddles,Musical,LucasFilm ,Warner Bros.,77,7.7,72,A,MPA,100,Dolby Digital,Dolby Digital
2023-09-17,09:19:00,41,0.5,28.9,Pulp Fiction,Drama,DreamWorks,Universal,89,8.9,84,A,MPA,100,Dolby Digital,Dolby Digital
2024-08-05,09:38:00,45,0.2,27.5,To Be or Not to Be,Music,Warner Bros.,Warner Bros.,82,8.2,77,GP,AFI,300,Dolby Digital,Dolby Digital
2023-06-29,11:13:00,43,0.1,26.6,Eskiya,Drama,LucasFilm ,DreamWorks,82,8.2,77,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-11-08,11:31:00,47,0.8,30.7,OMG: Oh My God!,Fantasy,20th Century Fox,Warner Bros.,81,8.1,76,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-09-26,10:17:00,6,0.4,21.5,Primal Fear,Drama,Warner Bros.,Universal,77,7.7,72,A,MPA,300,ABD,Audionic
2023-02-06,11:36:00,35,0.9,27.0,Paper Moon,Drama,LucasFilm ,Universal,81,8.1,76,TV-PG,MPA,100,ABD,Audionic
2024-04-09,09:35:00,15,0.3,16.7,Scent of a Woman,Fantasy,Universal,DreamWorks,80,8.0,75,Unrated,MPA,200,ABD,Audionic
2023-03-17,10:59:00,47,0.8,15.2,Her,Fantasy,DreamWorks,LucasFilm ,80,8.0,75,A,MPA,200,ABD,Audionic
2024-03-15,10:22:00,17,1.0,30.2,Kramer vs. Kramer,Fantasy,Disney,Disney,78,7.8,73,A,MPA,100,ABD,Audionic
2024-11-02,11:31:00,26,0.9,21.1,Raazi,Action,DreamWorks,Disney,78,7.8,73,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-06-19,10:57:00,49,1.0,25.1,La Vie En Rose,Biography,LucasFilm ,DreamWorks,76,7.6,71,PG,MPA,100,ABD,Audionic
2024-11-16,09:25:00,25,0.8,16.5,The Searchers,Adventure,Universal,Warner Bros.,79,7.9,74,GP,AFI,300,Dolby Digital,Dolby Digital
2023-05-11,11:21:00,24,0.6,31.9,Le Petit Prince,Adventure,LucasFilm ,LucasFilm ,77,7.7,72,Passed ,MPA,300,Dolby Digital,Dolby Digital
2023-10-11,09:25:00,13,0.1,21.6,Warrior,Action,LucasFilm ,DreamWorks,82,8.2,77,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-07-02,09:43:00,48,0.7,18.5,Omohide poro poro,Crime,DreamWorks,20th Century Fox,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-01-07,11:20:00,47,0.7,32.6,Coraline,Crime,DreamWorks,Warner Bros.,77,7.7,72,TV-PG,MPA,100,ABD,Audionic
2024-11-09,10:43:00,5,0.0,24.7,No Country for Old Men,Drama,Universal,Universal,81,8.1,76,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-07-14,11:49:00,16,0.1,26.2,Some Like It Hot,Sci-Fi,Warner Bros.,Warner Bros.,82,8.2,77,TV-PG,MPA,100,ABD,Audionic
2023-08-10,09:32:00,22,0.9,19.8,The Usual Suspects,Drama,DreamWorks,Universal,85,8.5,80,A,MPA,200,Dolby Digital,Dolby Digital
2023-10-22,09:49:00,39,0.3,38.8,A Night at the Opera,Sci-Fi,DreamWorks,Pixar ,79,7.9,74,GP,AFI,100,ABD,Audionic
2023-08-05,09:07:00,4,0.3,33.9,Paddington 2,Adventure,Disney,LucasFilm ,78,7.8,73,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-12-05,11:37:00,33,0.7,37.1,The Usual Suspects,Drama,DreamWorks,Universal,85,8.5,80,A,MPA,300,Dolby Digital,Dolby Digital
2024-11-21,10:36:00,14,0.8,19.3,La planète sauvage,Crime,Paramount,DreamWorks,78,7.8,73,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-06-22,11:23:00,49,0.2,30.8,The Boy in the Striped Pyjamas,Fantasy,DreamWorks,20th Century Fox,78,7.8,73,PG,MPA,200,ABD,Audionic
2024-04-15,10:18:00,11,0.1,15.2,Harry Potter and the Deathly Hallows: Part 2,Adventure,Warner Bros.,20th Century Fox,81,8.1,76,Unrated,MPA,300,ABD,Audionic
2023-07-12,10:30:00,3,0.9,35.7,La règle du jeu,Fantasy,Warner Bros.,20th Century Fox,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-11-25,10:05:00,45,0.1,21.1,Underground,Fantasy,LucasFilm ,20th Century Fox,81,8.1,76,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-10-14,10:21:00,47,0.8,23.4,Fantastic Mr. Fox,Adventure,Warner Bros.,Universal,79,7.9,74,Passed ,MPA,300,Dolby Digital,Dolby Digital
2023-11-16,10:26:00,24,0.6,16.3,Dazed and Confused,Comedy,DreamWorks,DreamWorks,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-10-01,11:12:00,36,0.7,35.5,Gangs of Wasseypur,Action,Paramount,LucasFilm ,82,8.2,77,A,MPA,200,Dolby Digital,Dolby Digital
2024-01-06,09:05:00,6,0.3,28.0,Freaks,Fantasy,Warner Bros.,Warner Bros.,79,7.9,74,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-01-20,09:44:00,14,0.8,18.5,Raazi,Action,DreamWorks,Disney,78,7.8,73,Unrated,MPA,300,ABD,Audionic
2023-11-18,09:24:00,37,0.3,16.0,Manchester by the Sea,Fantasy,DreamWorks,Paramount,78,7.8,73,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-09-12,09:31:00,17,0.2,18.5,Madeo,Drama,Warner Bros.,Pixar ,78,7.8,73,PG-13,MPA,300,ABD,Audionic
2023-03-10,11:53:00,13,0.1,19.5,Gegen die Wand,Fantasy,Universal,Paramount,79,7.9,74,PG-13,MPA,300,ABD,Audionic
2024-02-06,10:26:00,41,0.4,15.8,Do lok tin si,Drama,Paramount,Pixar ,77,7.7,72,Unrated,MPA,200,ABD,Audionic
2024-05-26,11:47:00,10,0.8,37.5,Jagten,Fantasy,Disney,LucasFilm ,83,8.3,78,PG-13,MPA,300,ABD,Audionic
2023-08-10,10:54:00,5,0.6,32.3,Gran Torino,Fantasy,Disney,LucasFilm ,81,8.1,76,PG-13,MPA,100,ABD,Audionic
2023-12-06,09:27:00,22,0.9,18.4,Green Book,Biography,Pixar ,Warner Bros.,82,8.2,77,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-02-20,11:02:00,46,0.5,17.8,Trois couleurs: Bleu,Fantasy,Pixar ,Pixar ,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2024-08-09,09:03:00,30,0.9,36.4,It's a Wonderful Life,Fantasy,Disney,Warner Bros.,86,8.6,81,Passed ,MPA,200,ABD,Audionic
2024-07-18,11:17:00,39,0.5,16.5,Paths of Glory,Fantasy,Paramount,Paramount,84,8.4,79,A,MPA,300,ABD,Audionic
2023-03-19,11:16:00,7,0.8,16.6,Office Space,Comedy,Paramount,Pixar ,77,7.7,72,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-04-05,10:15:00,23,0.7,21.4,King Kong,Adventure,DreamWorks,Pixar ,79,7.9,74,GP,AFI,200,ABD,Audionic
2023-09-27,10:57:00,47,0.3,23.5,The Jungle Book,Adventure,Warner Bros.,Disney,76,7.6,71,TV-PG,MPA,300,ABD,Audionic
2024-10-30,09:15:00,11,0.3,31.4,The Departed,Drama,LucasFilm ,Pixar ,85,8.5,80,A,MPA,200,ABD,Audionic
2023-09-27,11:06:00,35,0.2,31.7,The Broken Circle Breakdown,Fantasy,Warner Bros.,Pixar ,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2023-06-22,10:43:00,41,0.8,15.3,Ben-Hur,Adventure,Paramount,Disney,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2024-12-09,09:59:00,18,0.9,36.8,Good Will Hunting,Fantasy,Disney,Disney,83,8.3,78,TV-PG,MPA,200,ABD,Audionic
2024-06-02,09:22:00,13,0.3,35.0,In a Lonely Place,Fantasy,Warner Bros.,Pixar ,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-05-31,10:37:00,11,0.2,29.6,From Here to Eternity,Fantasy,Pixar ,DreamWorks,76,7.6,71,GP,AFI,200,Dolby Digital,Dolby Digital
2024-01-21,10:44:00,15,0.9,30.0,Harry Potter and the Sorcerer's Stone,Adventure,LucasFilm ,DreamWorks,76,7.6,71,TV-PG,MPA,200,ABD,Audionic
2023-09-11,11:20:00,10,0.3,33.4,Das Boot,Adventure,20th Century Fox,Disney,83,8.3,78,PG-13,MPA,300,ABD,Audionic
2023-12-17,09:47:00,30,0.2,35.6,The Taking of Pelham One Two Three,Action,20th Century Fox,Pixar ,77,7.7,72,TV-PG,MPA,300,ABD,Audionic
2024-06-08,09:35:00,49,0.4,22.7,Sabrina,Fantasy,LucasFilm ,20th Century Fox,77,7.7,72,GP,AFI,200,ABD,Audionic
2023-02-18,09:36:00,47,0.0,20.4,After Hours,Drama,Paramount,20th Century Fox,77,7.7,72,Unrated,MPA,200,ABD,Audionic
2024-01-24,10:05:00,18,0.8,18.6,Stand by Me,Adventure,DreamWorks,Pixar ,81,8.1,76,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-08-05,09:42:00,16,0.5,26.1,Per un pugno di dollari,Action,Paramount,Paramount,80,8.0,75,A,MPA,100,ABD,Audionic
2024-08-31,09:16:00,33,0.5,34.8,The Quiet Man,Fantasy,20th Century Fox,Disney,77,7.7,72,GP,AFI,300,ABD,Audionic
2024-11-24,09:19:00,41,0.9,38.4,Harold and Maude,Fantasy,Pixar ,Pixar ,79,7.9,74,Passed ,MPA,200,ABD,Audionic
2024-06-30,11:23:00,21,0.4,23.5,Les yeux sans visage,Fantasy,Disney,Pixar ,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-09-17,09:51:00,42,0.5,21.1,L'avventura,Fantasy,Paramount,Warner Bros.,79,7.9,74,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-01-24,10:09:00,1,0.1,32.6,Harry Potter and the Deathly Hallows: Part 2,Adventure,Warner Bros.,20th Century Fox,81,8.1,76,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-11-25,09:23:00,20,0.6,34.9,Hamlet,Fantasy,LucasFilm ,Pixar ,77,7.7,72,PG,MPA,200,ABD,Audionic
2024-02-14,09:14:00,31,0.8,18.1,Dogville,Drama,Pixar ,DreamWorks,80,8.0,75,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-10-15,11:09:00,13,0.9,16.5,American Beauty,Fantasy,Warner Bros.,20th Century Fox,83,8.3,78,Unrated,MPA,200,ABD,Audionic
2023-10-25,09:20:00,5,0.7,21.7,Special Chabbis,Drama,Warner Bros.,Warner Bros.,80,8.0,75,Unrated,MPA,200,ABD,Audionic
2024-02-18,10:40:00,34,0.5,36.4,The Man Who Would Be King,Adventure,DreamWorks,Pixar ,78,7.8,73,Passed ,MPA,200,Dolby Digital,Dolby Digital
2024-09-19,09:09:00,34,0.4,30.3,Kari-gurashi no Arietti,Adventure,LucasFilm ,DreamWorks,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-02-09,09:59:00,39,0.1,17.3,Gilda,Fantasy,Pixar ,DreamWorks,77,7.7,72,Approved,AFI,100,Dolby Digital,Dolby Digital
2023-06-04,10:03:00,24,1.0,34.5,Pan's Labyrinth,Fantasy,Pixar ,Universal,82,8.2,77,Unrated,MPA,300,ABD,Audionic
2023-03-13,09:30:00,45,0.0,39.1,La battaglia di Algeri,Fantasy,Universal,Universal,81,8.1,76,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-09-02,09:42:00,5,0.8,36.8,La Vie En Rose,Biography,LucasFilm ,DreamWorks,76,7.6,71,PG,MPA,300,ABD,Audionic
2024-02-26,10:38:00,3,0.0,19.6,To Have and Have Not,Adventure,Warner Bros.,Pixar ,78,7.8,73,Passed ,MPA,300,ABD,Audionic
2023-05-28,10:07:00,29,0.6,36.4,Incredibles 2,Action,Universal,Pixar ,76,7.6,71,Unrated,MPA,200,ABD,Audionic
2023-03-02,09:11:00,29,0.9,24.5,La Vie En Rose,Biography,LucasFilm ,DreamWorks,76,7.6,71,PG,MPA,200,Dolby Digital,Dolby Digital
2023-02-19,09:46:00,46,0.0,35.2,Misery,Fantasy,Warner Bros.,Pixar ,78,7.8,73,PG-13,MPA,100,ABD,Audionic
2023-03-20,09:09:00,3,0.8,31.9,The Searchers,Adventure,Universal,Warner Bros.,79,7.9,74,GP,AFI,100,ABD,Audionic
2024-04-12,09:22:00,32,0.9,18.6,Nelyubov,Fantasy,DreamWorks,Universal,76,7.6,71,PG-13,MPA,200,ABD,Audionic
2024-02-02,11:28:00,43,1.0,17.4,The Treasure of the Sierra Madre,Adventure,Paramount,Universal,82,8.2,77,GP,AFI,300,ABD,Audionic
2024-09-07,10:26:00,16,0.4,35.8,Control,Biography,Warner Bros.,LucasFilm ,77,7.7,72,PG-13,MPA,100,ABD,Audionic
2024-03-16,09:35:00,43,0.2,25.0,K.G.F: Chapter 1,Action,Pixar ,Universal,82,8.2,77,Unrated,MPA,100,ABD,Audionic
2023-09-22,10:55:00,5,0.7,21.4,Das Cabinet des Dr. Caligari,History,Universal,DreamWorks,81,8.1,76,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-06-10,10:01:00,26,0.0,40.0,Pulp Fiction,Drama,DreamWorks,Universal,89,8.9,84,A,MPA,200,ABD,Audionic
2023-01-05,11:16:00,12,0.5,20.2,The Gold Rush,Adventure,Pixar ,Disney,82,8.2,77,GP,AFI,200,Dolby Digital,Dolby Digital
2024-10-26,11:26:00,13,0.4,30.5,Nuovo Cinema Paradiso,Fantasy,20th Century Fox,Paramount,85,8.5,80,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-02-10,09:38:00,28,0.3,19.2,Lat sau san taam,Action,Universal,Disney,78,7.8,73,PG-13,MPA,200,ABD,Audionic
2023-06-30,09:23:00,40,0.1,22.2,The Visitor,Fantasy,20th Century Fox,Universal,76,7.6,71,PG,MPA,100,Dolby Digital,Dolby Digital
2024-01-26,11:33:00,44,0.8,18.9,The Third Man,Horror,20th Century Fox,Pixar ,81,8.1,76,Approved,AFI,100,Dolby Digital,Dolby Digital
2023-10-23,09:19:00,48,0.4,34.6,Bãhubali: The Beginning,Action,Pixar ,Warner Bros.,80,8.0,75,Unrated,MPA,200,Dolby Digital,Dolby Digital
2024-01-04,09:47:00,41,0.3,15.4,Gifted,Fantasy,Universal,20th Century Fox,76,7.6,71,PG,MPA,200,ABD,Audionic
2024-12-20,09:22:00,17,0.8,18.3,Deliverance,Adventure,Pixar ,LucasFilm ,77,7.7,72,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-07-27,09:36:00,9,0.2,29.0,The Trial of the Chicago 7,Fantasy,Universal,Disney,78,7.8,73,PG-13,MPA,200,ABD,Audionic
2023-12-06,09:19:00,38,0.6,36.9,Le Petit Prince,Adventure,LucasFilm ,LucasFilm ,77,7.7,72,Passed ,MPA,100,Dolby Digital,Dolby Digital
2023-04-11,10:04:00,12,0.7,35.1,Kis Uykusu,Fantasy,Disney,Paramount,81,8.1,76,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-02-05,10:32:00,5,0.7,25.8,C.R.A.Z.Y.,Fantasy,20th Century Fox,Paramount,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2024-02-02,11:53:00,38,0.4,21.1,Laura,Fantasy,Paramount,DreamWorks,80,8.0,75,GP,AFI,100,Dolby Digital,Dolby Digital
2023-03-15,11:01:00,28,0.8,27.4,Le scaphandre et le papillon,Biography,LucasFilm ,Paramount,80,8.0,75,PG,MPA,300,Dolby Digital,Dolby Digital
2023-03-01,10:09:00,47,0.4,28.0,The Great Dictator,Fantasy,20th Century Fox,20th Century Fox,84,8.4,79,GP,AFI,100,Dolby Digital,Dolby Digital
2024-07-17,11:19:00,11,0.8,24.3,Shichinin no samurai,Action,Paramount,Pixar ,86,8.6,81,TV-PG,MPA,300,ABD,Audionic
2023-08-19,09:35:00,21,0.1,31.2,Ed Wood,Biography,DreamWorks,Disney,78,7.8,73,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-04-16,09:12:00,15,0.8,28.6,"Crna macka, beli macor",Drama,Paramount,DreamWorks,81,8.1,76,PG-13,MPA,200,ABD,Audionic
2024-02-15,10:59:00,37,0.4,27.9,The Wolf of Wall Street,Biography,Pixar ,DreamWorks,82,8.2,77,A,MPA,200,ABD,Audionic
2023-02-26,10:04:00,15,1.0,29.6,Mary and Max,Crime,20th Century Fox,Warner Bros.,81,8.1,76,TV-PG,MPA,100,ABD,Audionic
2023-02-21,11:07:00,50,0.4,37.0,Glengarry Glen Ross,Drama,DreamWorks,20th Century Fox,77,7.7,72,PG-13,MPA,200,ABD,Audionic
2023-01-07,09:01:00,34,0.3,32.3,Predator,Action,20th Century Fox,Paramount,78,7.8,73,A,MPA,200,Dolby Digital,Dolby Digital
